Record,Date,LOC Time,Numero De Articulo, Estado Camara, Estampado Activado, Resultado Estampado, Control Activado, Resulado Control, Posicion Pieza, Pieza Controlada, Pieza en Chronos
       374,2024-08-31,12:17:11,    2429075,1,0,0,1,1,1,1,1
       375,2024-08-31,12:18:22,    2429075,1,0,0,1,1,1,1,1
       376,2024-08-31,12:19:41,    2429075,1,0,0,1,1,1,1,1
       377,2024-08-31,12:21:00,    2429075,1,0,0,1,1,1,1,1
       378,2024-08-31,12:22:39,    2429075,1,0,0,1,1,1,1,1
       379,2024-08-31,12:27:44,    2429075,1,0,0,1,1,1,1,1
       380,2024-08-31,12:28:52,    2429075,1,0,0,1,1,1,1,1
       381,2024-08-31,12:41:16,    2429075,1,0,0,1,1,1,1,1
       382,2024-08-31,12:50:24,    2429075,1,0,0,1,1,1,1,1
       383,2024-08-31,12:51:41,    2429075,1,0,0,1,1,1,1,1
       384,2024-08-31,13:14:25,    2429075,1,0,0,1,0,1,1,1
       385,2024-08-31,13:17:42,    2429075,1,0,0,1,1,1,1,1
       386,2024-08-31,13:20:23,    2429075,1,0,0,1,1,1,1,1
       387,2024-08-31,13:22:06,    2429075,1,0,0,1,1,1,1,1
       388,2024-08-31,13:27:30,    2429075,1,0,0,1,1,1,1,1
       389,2024-08-31,13:39:41,    2429075,1,0,0,1,1,1,1,1
       390,2024-08-31,13:53:00,    2429075,1,0,0,1,1,1,1,1
       391,2024-08-31,13:56:52,    2429075,1,0,0,1,1,1,1,1
       392,2024-08-31,14:15:15,    2429075,1,0,0,1,0,0,1,1
       393,2024-08-31,14:18:25,    2429075,1,0,0,1,1,1,1,1
       394,2024-08-31,14:20:47,    2429075,1,0,0,1,1,1,1,1
       395,2024-08-31,15:53:31,    2429075,1,0,0,0,0,0,0,1
       396,2024-08-31,15:58:31,    2429075,1,0,0,0,0,1,0,1
       397,2024-08-31,15:59:15,    2429075,1,0,0,0,0,0,0,1
       398,2024-08-31,16:00:43,    2429075,1,0,0,0,0,0,0,1
       399,2024-08-31,16:01:25,    2429075,1,0,0,0,0,0,0,1
       400,2024-08-31,16:02:12,    2429075,1,0,0,0,0,0,0,1
       401,2024-08-31,16:03:04,    2429075,1,0,0,0,0,0,0,1
       402,2024-08-31,17:05:51,    2429075,1,0,0,0,0,0,0,1
       403,2024-08-31,17:06:46,    2429075,1,0,0,0,0,0,0,1
       404,2024-08-31,17:07:24,    2429075,1,0,0,0,0,0,0,1
       405,2024-08-31,17:08:09,    2429075,1,0,0,0,0,0,0,1
       406,2024-08-31,17:09:06,    2429075,1,0,0,0,0,0,0,1
       407,2024-08-31,17:10:25,    2429075,1,0,0,0,0,0,0,1
       408,2024-08-31,17:11:21,    2429075,1,0,0,0,0,0,0,1
       409,2024-08-31,18:07:04,    2429075,1,0,0,0,0,0,0,1
       410,2024-08-31,18:07:55,    2429075,1,0,0,0,0,0,0,1
       411,2024-08-31,18:08:37,    2429075,1,0,0,0,0,0,0,1
       412,2024-08-31,18:09:14,    2429075,1,0,0,0,0,0,0,1
       413,2024-08-31,18:11:43,    2429075,1,0,0,0,0,0,0,1
       414,2024-08-31,18:12:22,    2429075,1,0,0,0,0,0,0,1
       415,2024-08-31,18:14:30,    2429075,1,0,0,0,0,0,0,1
       416,2024-08-31,18:31:16,    2429075,1,0,0,0,0,0,0,1
       417,2024-08-31,18:32:04,    2429075,1,0,0,0,0,0,0,1
       418,2024-08-31,18:33:08,    2429075,1,0,0,0,0,0,0,1
       419,2024-08-31,18:34:06,    2429075,1,0,0,0,0,0,0,1
       420,2024-08-31,18:36:36,    2429075,1,0,0,0,0,0,0,1
       421,2024-08-31,18:37:38,    2429075,1,0,0,0,0,0,0,1
       422,2024-08-31,18:38:18,    2429075,1,0,0,0,0,0,0,1
       423,2024-08-31,19:13:35,    2429075,1,0,0,0,0,0,0,1
       424,2024-08-31,19:14:23,    2429075,1,0,0,0,0,0,0,1
       425,2024-08-31,19:15:16,    2429075,1,0,0,0,0,0,0,1
       426,2024-08-31,19:47:59,    2429075,1,0,0,0,0,0,0,1
       427,2024-08-31,19:48:40,    2429075,1,0,0,0,0,0,0,1
       428,2024-08-31,19:49:22,    2429075,1,0,0,0,0,0,0,1
       429,2024-08-31,19:50:01,    2429075,1,0,0,0,0,0,0,1
       430,2024-08-31,19:50:44,    2429075,1,0,0,0,0,0,0,1
       431,2024-08-31,19:51:29,    2429075,1,0,0,0,0,0,0,1
       432,2024-08-31,19:52:06,    2429075,1,0,0,0,0,0,0,1
       433,2024-08-31,19:52:39,    2429075,1,0,0,0,0,0,0,1
       434,2024-08-31,19:53:22,    2429075,1,0,0,0,0,0,0,1
       435,2024-09-01,07:54:45,    2429075,1,0,0,0,0,0,0,1
       436,2024-09-01,07:55:29,    2429075,1,0,0,0,0,0,0,1
       437,2024-09-01,07:56:12,    2429075,1,0,0,0,0,0,0,1
       438,2024-09-01,07:56:50,    2429075,1,0,0,0,0,0,0,1
       439,2024-09-01,07:58:15,    2429075,1,0,0,0,0,1,0,1
       440,2024-09-01,07:58:59,    2429075,1,0,0,0,0,1,0,1
       441,2024-09-01,07:59:42,    2429075,1,0,0,0,0,1,0,1
       442,2024-09-01,08:00:21,    2429075,1,0,0,0,0,1,0,1
       443,2024-09-01,08:28:22,    2429075,1,0,0,0,0,0,0,1
       444,2024-09-01,08:29:34,    2429075,1,0,0,0,0,0,0,1
       445,2024-09-01,08:35:39,    2429075,1,0,0,0,0,0,0,1
       446,2024-09-01,08:36:22,    2429075,1,0,0,0,0,0,0,1
       447,2024-09-01,08:37:01,    2429075,1,0,0,0,0,0,0,1
       448,2024-09-01,08:38:02,    2429075,1,0,0,0,0,0,0,1
       449,2024-09-01,08:38:41,    2429075,1,0,0,0,0,0,0,1
       450,2024-09-01,08:39:24,    2429075,1,0,0,0,0,0,0,1
       451,2024-09-01,08:49:11,    2429075,1,0,0,0,0,0,0,1
       452,2024-09-01,08:55:52,    2429075,1,0,0,0,0,0,0,1
       453,2024-09-01,08:56:42,    2429075,1,0,0,0,0,0,0,1
       454,2024-09-01,08:58:26,    2429075,1,0,0,0,0,0,0,1
       455,2024-09-01,09:45:00,    2429075,1,0,0,0,0,0,0,1
       456,2024-09-01,09:45:43,    2429075,1,0,0,0,0,0,0,1
       457,2024-09-01,09:46:20,    2429075,1,0,0,0,0,0,0,1
       458,2024-09-01,09:49:13,    2429075,1,0,0,0,0,0,0,1
       459,2024-09-01,09:50:33,    2429075,1,0,0,0,0,0,0,1
       460,2024-09-01,09:51:11,    2429075,1,0,0,0,0,0,0,1
       461,2024-09-01,09:51:53,    2429075,1,0,0,0,0,0,0,1
       462,2024-09-01,10:57:16,    2429075,1,0,0,0,0,0,0,1
       463,2024-09-01,10:57:58,    2429075,1,0,0,0,0,0,0,1
       464,2024-09-01,10:58:47,    2429075,1,0,0,0,0,0,0,1
       465,2024-09-01,10:59:27,    2429075,1,0,0,0,0,0,0,1
       466,2024-09-01,11:00:06,    2429075,1,0,0,0,0,0,0,1
       467,2024-09-01,11:00:46,    2429075,1,0,0,0,0,0,0,1
       468,2024-09-01,11:01:28,    2429075,1,0,0,0,0,0,0,1
       469,2024-09-01,12:35:07,    2429075,1,0,0,0,0,0,0,1
       470,2024-09-01,12:36:48,    2429075,1,0,0,0,0,0,0,1
       471,2024-09-01,12:37:41,    2429075,1,0,0,0,0,0,0,1
       472,2024-09-01,12:39:20,    2429075,1,0,0,0,0,0,0,1
       473,2024-09-01,12:40:19,    2429075,1,0,0,0,0,0,0,1
       474,2024-09-01,12:41:00,    2429075,1,0,0,0,0,0,0,1
       475,2024-09-03,04:32:55,    2429075,0,0,0,1,0,0,1,1
       476,2024-09-03,04:38:03,    2429075,0,0,0,1,1,1,1,1
       477,2024-09-03,04:40:36,    2429075,0,0,0,1,0,1,1,1
       478,2024-09-03,04:51:30,    2429075,0,0,0,1,0,0,1,1
       479,2024-09-03,04:53:28,    2429075,0,0,0,1,0,0,1,1
       480,2024-09-03,04:54:54,    2429075,0,0,0,1,0,0,1,1
       481,2024-09-03,04:56:15,    2429075,0,0,0,1,0,1,1,1
       482,2024-09-03,04:58:35,    2429075,0,0,0,1,0,0,1,1
       483,2024-09-03,05:14:21,    2429075,0,0,0,1,0,0,1,1
